Receipt #,Word,POS,Tag
,CASH,NN,O
,20.00,NN,O
,CHANGE,NN,O
,0.00,NN,O
,TOTAL,NN,O
,LOADING,NN,O
,CHARGES,NN,O
,0.00,NN,O
,NO,NN,O
,OF,NN,O
,ITEM(S),NN,O
,:,NN,O
,1,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT(RM),NN,O
,TAX(RM),NN,O
,ZRL@0%(Z),NN,O
,19.99,NN,O
,0.00,NN,O
,:,NN,O
,CHJKL/222,NN,O
,:,NN,O
,222221980,NN,O
,2.91),NN,O
,=,NN,O
,,NN,O
Receipt: 83,RESTORAN,MR,B-mer
,DE,MR,I-mer
,COFFEE,MR,I-mer
,O,MR,I-mer
,NO,NN,O
,33,NN,O
,BANDAR,NN,O
,MAHKOTA,NN,O
,CHERAS,NN,O
,43200,NN,O
,CHERAS,NN,O
,GST,NN,O
,NO.,NN,O
,:,NN,O
,002062008320,NN,O
,TAX,NN,O
,INVOICE,NN,O
,RECEIPT,NN,O
,#,NN,O
,CS00119810,NN,O
,DATE,NN,O
,03/04/2018,DT,B-date
,TIME,NN,O
,:,NN,O
,12:32:00,NN,O
,(GST),NN,O
,(GST),NN,O
,ITEM,NN,O
,QTY,NN,O
,PRICE,NN,O
,AMOUNT,NN,O
,SR:,NN,O
,COFFEE,NN,O
,O,NN,O
,(T.AWAY),NN,O
,1,NN,O
,2.30,NN,O
,2.30,NN,O
,SR:,NN,O
,TEA,NN,O
,(T.AWAY),NN,O
,1,NN,O
,2.40,NN,O
,2.40,NN,O
,SR:,NN,O
,COFFEE,NN,O
,(T.AWAY),NN,O
,2,NN,O
,2.40,NN,O
,4.80,NN,O
,SR:,NN,O
,SOYA,NN,O
,BEAN,NN,O
,(T,NN,O
,AWAY),NN,O
,1,NN,O
,2.10,NN,O
,2.10,NN,O
,TOTAL,NN,O
,5,NN,O
,11.60,AM,B-amt
,(EXCLUDED,NN,O
,GST),NN,O
,SUB,NN,O
,TOTAL,NN,O
,10.94,NN,O
,TOTAL,NN,O
,GST,NN,O
,0.66,NN,O
,TOTAL,NN,O
,11.60,NN,O
,GST,NN,O
,SUMMARY,NN,O
,TAX,NN,O
,CODE,NN,O
,%,NN,O
,AMOUNT,NN,O
,GST,NN,O
,SR,NN,O
,6,NN,O
,10.94,NN,O
,0.66,NN,O
,TOTAL,NN,O
,:,NN,O
,10.94,NN,O
,0.66,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,THANK,NN,O
,YOU,NN,O
,,NN,O
Receipt: 84,X,NN,O
,..e,NN,O
,Argonaut,MR,B-mer
,Diner2000,MR,I-mer
,We,NN,O
,Deliver,NN,O
,Please,NN,O
,Pay,NN,O
,at,NN,O
,Cashier,NN,O
,1084,NN,O
,Yonkers,NN,O
,Avenue,NN,O
,Yonkers,NN,O
,NY,NN,O
,10704,NN,O
,(914),NN,O
,237-5055,NN,O
,Copy,NN,O
,of,NN,O
,Receipt,NN,O
,Coffee,NN,O
,$1,NN,O
,.45,NN,O
,Tea,NN,O
,$1,NN,O
,.,NN,O
,45,NN,O
,Waffle,NN,O
,$5.50,NN,O
,Old,NN,O
,Fashion,NN,O
,French,NN,O
,Toast,NN,O
,$4.50,NN,O
,Side,NN,O
,Home,NN,O
,Fries,NN,O
,$2.95,NN,O
,Banana,NN,O
,$2.95,NN,O
,Whipped,NN,O
,Cream,NN,O
,$2.50,NN,O
,W/,NN,O
,2,NN,O
,EGGS,NN,O
,$2.95,NN,O
,Subtotal,NN,O
,:,NN,O
,$24.25,NN,O
,$2.,NN,O
,13,NN,O
,Total,NN,O
,$26.38,NN,O
,Server,NN,O
,Name,NN,O
,:,NN,O
,MIKE,NN,O
,Table,NN,O
,Number,NN,O
,:,NN,O
,LO,NN,O
,Michael,NN,O
,De,NN,O
,Maio,NN,O
,Number,NN,O
,Of,NN,O
,Guests:,NN,O
,1,NN,O
,AUGUST,NN,O
,13,NN,O
,2017,NN,O
,8,NN,O
,EXPRESS,NN,O
,Order,NN,O
,Started:,NN,O
,11:01,NN,O
,AM,NN,O
,MERICAN,NN,O
,12,NN,O
,Comments,NN,O
,Like,NN,O
,US,NN,O
,FUR,NN,O
,FREE,NN,O
,DE,NN,O
,YOUR,NN,O
,HOME,NN,O
,OR,NN,O
,OF,NN,O
,Comment,NN,O
Receipt: 85,COLLEGE,NN,O
,OF,NN,O
,SOUTHERN,NN,O
,NEVADA,NN,O
,RUSSELL'S,MR,B-mer
,RESTAURANT,MR,I-mer
,108,NN,O
,SERV,NN,O
,7,NN,O
,T61,NN,O
,55/1,NN,O
,Chk,NN,O
,4488,NN,O
,1,NN,O
,Oct08',DT,B-date
,14,DT,I-date
,12,NN,O
,:,NN,O
,10PM,NN,O
,Gst,NN,O
,1,NN,O
,LATTE,NN,O
,NO,NN,O
,FLAVOR,NN,O
,1.,NN,O
,75,NN,O
,1,NN,O
,SALMON,NN,O
,7.95,NN,O
,12:,NN,O
,44PM,NN,O
,Amount,NN,O
,Due,NN,O
,9,NN,O
,.,NN,O
,70,NN,O
,COLLEGE,NN,O
,OF,NN,O
,SOUTHERN,NN,O
,NEVADA,NN,O
,WHERE,NN,O
,HOSPITALITY,NN,O
,EDUCATION,NN,O
,TAKES,NN,O
,LIFE,NN,O
,PLEASE,NN,O
,PAY,NN,O
,CASHIER,NN,O
,Thank,NN,O
,You,NN,O
Receipt: 86,SYARIKAT,MR,B-mer
,PERNIAGAAN,MR,I-mer
,GIN,MR,I-mer
,KEE,MR,I-mer
,(81109-A),NN,O
,NO,NN,O
,290.,NN,O
,JALAN,NN,O
,AIR,NN,O
,PANAS.,NN,O
,SETAPAK.,NN,O
,53200.,NN,O
,KUALA,NN,O
,LUMPUR.,NN,O
,TEL:03-40210276,NN,O
,GST,NN,O
,ID:,NN,O
,000750673920,NN,O
,SIMPLIFIED,NN,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NN,O
,DOC,NN,O
,NO.,NN,O
,:,NN,O
,CS00013251,NN,O
,DATE:,NN,O
,12/02/2018,DT,B-date
,CASHIER,NN,O
,:,NN,O
,USER,NN,O
,TIME:,NN,O
,14:31:00,NN,O
,SALESPERSON,NN,O
,:,NN,O
,REF.:,NN,O
,ITEM,NN,O
,QTY,NN,O
,S/PRICE,NN,O
,AMOUNT,NN,O
,TAX,NN,O
,1099,NN,O
,3,NN,O
,90.10,NN,O
,270.30,AM,B-amt
,SR,NN,O
,110MM,NN,O
,X,NN,O
,5.8M,NN,O
,UNDERGROUND,NN,O
,PIPE,NN,O
,TOTAL,NN,O
,QTY:,NN,O
,3,NN,O
,270.30,NN,O
,TOTAL,NN,O
,SALES,NN,O
,(EXCLUDING,NN,O
,GST),NN,O
,:,NN,O
,255.00,NN,O
,DISCOUNT,NN,O
,:,NN,O
,0.00,NN,O
,TOTAL,NN,O
,GST,NN,O
,:,NN,O
,15.30,NN,O
,ROUNDING,NN,O
,:,NN,O
,0.00,NN,O
,TOTAL,NN,O
,SALES,NN,O
,(INCLUSIVE,NN,O
,OF,NN,O
,GST),NN,O
,:,NN,O
,270.30,NN,O
,CASH,NN,O
,:,NN,O
,270.30,NN,O
,CHANGE,NN,O
,:,NN,O
,0.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,TAX,NN,O
,CODE,NN,O
,%,NN,O
,AMT(RM),NN,O
,TAX(RM),NN,O
,SR,NN,O
,6,NN,O
,255.00,NN,O
,15.30,NN,O
,TOTAL,NN,O
,:,NN,O
,255.00,NN,O
,15.30,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,,NN,O
Receipt: 87,RESTORAN,MR,B-mer
,WAN,MR,I-mer
,SHENG,MR,I-mer
,002043319-W,NN,O
,NO.2,NN,O
,SEKSYEN,NN,O
,9,NN,O
,43200,NN,O
,CHERAS,NN,O
,GST,NN,O
,REG,NN,O
,NO:,NN,O
,001335787520,NN,O
,TAX,NN,O
,INVOICE,NN,O
,INV,NN,O
,NO.:,NN,O
,1207108,NN,O
,CASHIER:,NN,O
,NICOLE,NN,O
,DATE,NN,O
,:,NN,O
,23-06-2018,DT,B-date
,17:31:54,NN,O
,DESCRIPTION,NN,O
,QTY,NN,O
,U.PRICE,NN,O
,TOTAL,NN,O
,TAX,NN,O
,TEH,NN,O
,(B),NN,O
,1,NN,O
,X,NN,O
,2.10,NN,O
,2.10,NN,O
,ZRL,NN,O
,CHAM,NN,O
,(B),NN,O
,1,NN,O
,X,NN,O
,2.10,NN,O
,2.10,NN,O
,ZRL,NN,O
,TAKE,NN,O
,AWAY,NN,O
,2,NN,O
,X,NN,O
,0.20,NN,O
,0.40,NN,O
,ZRL,NN,O
,TOTAL,NN,O
,QTY:,NN,O
,4,NN,O
,TOTAL,NN,O
,(EXCLUDING,NN,O
,GST):,NN,O
,4.60,AM,B-amt
,TOTAL,NN,O
,(INCLUSIVE,NN,O
,OF,NN,O
,GST):,NN,O
,4.60,NN,O
,TOTAL:,NN,O
,4.60,NN,O
,CASH,NN,O
,:,NN,O
,4.60,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT(RM),NN,O
,TAX(RM),NN,O
,ZRL,NN,O
,(@,NN,O
,0%),NN,O
,4.60,NN,O
,0.00,NN,O
,,NN,O
Receipt: 88,TIMES,MR,B-mer
,BOOKSTORES,MR,I-mer
,LOT,NN,O
,F21,NN,O
,@,NN,O
,22,NN,O
,NO,NN,O
,1,NN,O
,47301,NN,O
,GST,NN,O
,REG,NN,O
,NO,NN,O
,:,NN,O
,000423100416,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,REFUNDABLE.,NN,O
,EXCHANGEABLE,NN,O
,WITHIN,NN,O
,14,NN,O
,DAYS,NN,O
,OF,NN,O
,OURCHASE.,NN,O
,CASH,NN,O
,SALES,NN,O
,NO:,NN,O
,199176,NN,O
,9RH/TER/SHFT:,NN,O
,49,NN,O
,T01,NN,O
,1,NN,O
,POSTED,NN,O
,PRODUCT,NN,O
,DESCRIPTION,NN,O
,UNIT,NN,O
,PRICE,NN,O
,QTY,NN,O
,DISC,NN,O
,GST,NN,O
,AMOUNT,NN,O
,4902505482038,NN,O
,S,NN,O
,1.41,NN,O
,1,NN,O
,4902505463303,NN,O
,S,NN,O
,5.56,NN,O
,1,NN,O
,4902505911026,NN,O
,S,NN,O
,4.71,NN,O
,1,NN,O
,PILOT,NN,O
,8P-1RT,NN,O
,BALLPOINT,NN,O
,PE,NN,O
,PILOT,NN,O
,FUDE,NN,O
,MAKASE,NN,O
,BRUSH,NN,O
,P,NN,O
,PILOT,NN,O
,M.PENCIL,NN,O
,S.GRIP,NN,O
,05#,NN,O
,0.00,NN,O
,0.08,NN,O
,1.49,NN,O
,0.00,NN,O
,0.33,NN,O
,5.89,NN,O
,0.00,NN,O
,0.28,NN,O
,4.99,NN,O
,TOTAL,NN,O
,QTY,NN,O
,3,NN,O
,TOTAL,NN,O
,ROUNDING,NN,O
,ADJUSTMENTS,NN,O
,TENDERED-CASH,NN,O
,CHANGE,NN,O
,RM,NN,O
,RM,NN,O
,RM,NN,O
,RM,NN,O
,12.37,AM,B-amt
,-0.02,NN,O
,50.00,NN,O
,37.65,NN,O
,*,NN,O
,NETT,NN,O
,PRICE,NN,O
,ITEM,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT(RM),NN,O
,TAX(RM),NN,O
,S(6%),NN,O
,Z(0%),NN,O
,11.68,NN,O
,0.00,NN,O
,0.69,NN,O
,0.00,NN,O
,DATE:,NN,O
,23/04/2017,DT,B-date
,TIME:,NN,O
,10.00.53PM,NN,O
,FOR,NN,O
,FEEDBACK,NN,O
,TIMESBOOKSTORES@TPG.COM.MY,NN,O
,OR,NN,O
,CALL,NN,O
,03-56360199,NN,O
,ODER:,NN,O
,M4980302,NN,O
,DOER:,NN,O
,M4980302,NN,O
,,NN,O
Receipt: 89,BreadFish,MR,B-mer
,Cafe,MR,I-mer
,15848,NN,O
,Halliburton,NN,O
,Rd,NN,O
,Hacienda,NN,O
,Heights,NN,O
,,NN,O
,CA,NN,O
,91745,NN,O
,Tel:,NN,O
,(626)937-6555,NN,O
,Table:,NN,O
,A2,NN,O
,Guests:,NN,O
,2,NN,O
,Server:,NN,O
,linda,NN,O
,Dine,NN,O
,In#:137,NN,O
,Date:,NN,O
,06/14/2017,DT,B-date
,18:38:46,NN,O
,SQ#,NN,O
,10038,NN,O
,[1]MARX,NN,O
,$4.39,NN,O
,(#*,NN,O
,,NN,O
,mild,NN,O
,),NN,O
,Fopcom,NN,O
,Chicken,NN,O
,(Spicy,NN,O
,,NN,O
,mild,NN,O
,),NN,O
,$6.75,NN,O
,Eraisec,NN,O
,Beef,NN,O
,flee/Noodle,NN,O
,[1]X4,NN,O
,24,NN,O
,YAR,NN,O
,THI,NN,O
,$6.25,NN,O
,Cold,NN,O
,Noodle,NN,O
,With,NN,O
,Chicken,NN,O
,[1]+,NN,O
,15TH,NN,O
,$7.95,NN,O
,Beef,NN,O
,Noodles,NN,O
,Amount:,NN,O
,$25.34,NN,O
,Tax,NN,O
,Rate:,NN,O
,(9.00%):,NN,O
,$2.28,NN,O
,Sub-Total:,NN,O
,$27.62,NN,O
,-----TIP,NN,O
,GUIDE--..-,NN,O
,15%,NN,O
,=,NN,O
,$3.80,NN,O
,18%,NN,O
,=,NN,O
,$4.56,NN,O
,20%,NN,O
,=,NN,O
,$5.07,NN,O
,Thank,NN,O
,You,NN,O
,Very,NN,O
,Muchl,NN,O
Receipt: 90,MR.,MR,B-mer
,D.I.Y.,MR,I-mer
,(M),MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,CO-REG:860671-D,NN,O
,LOT,NN,O
,1851-A,NN,O
,&,NN,O
,1851-B,NN,O
,KAWASAN,NN,O
,PERINDUSTRIAN,NN,O
,BALAKONG,NN,O
,43300,NN,O
,SERI,NN,O
,KEMBANGAN,NN,O
,(GST,NN,O
,ID,NN,O
,NO,NN,O
,:000306020352),NN,O
,(SELAYANG,NN,O
,MALL),NN,O
,-TAX,NN,O
,INVOICE-,NN,O
,CUSHION,NN,O
,43*43CM,NN,O
,NZ-06/07,NN,O
,-,NN,O
,5/40,NN,O
,9032550,NN,O
,COLANDER,NN,O
,12610#*VS,NN,O
,IA00,NN,O
,-,NN,O
,6/96,NN,O
,6934091490607,NN,O
,S/S,NN,O
,SQUARE,NN,O
,STAND,NN,O
,SSB0775-A#,NN,O
,UK11,NN,O
,-,NN,O
,5/80,NN,O
,6942008427899,NN,O
,POT,NN,O
,HOLDER,NN,O
,(SQUARE),NN,O
,MC52,NN,O
,-,NN,O
,10/300,NN,O
,9067846,NN,O
,MOSQUITO,NN,O
,RACKET,NN,O
,108#,NN,O
,NA41/2-51,NN,O
,-,NN,O
,25/50,NN,O
,9021485,NN,O
,STEMGLASS,NN,O
,ST01-9AW/6WGB-CG,NN,O
,8ST,NN,O
,9OZ,NN,O
,QA31-42,NN,O
,-,NN,O
,8,NN,O
,8992787966728,NN,O
,MOSQUITO,NN,O
,RACKET,NN,O
,108#,NN,O
,NA41/2-51,NN,O
,-,NN,O
,25/50,NN,O
,9021485,NN,O
,ITEM(S),NN,O
,:,NN,O
,7,NN,O
,1,NN,O
,X,NN,O
,14.90,NN,O
,1,NN,O
,X,NN,O
,1,NN,O
,X,NN,O
,5,NN,O
,X,NN,O
,1,NN,O
,X,NN,O
,13.50,NN,O
,1,NN,O
,X,NN,O
,24.90,NN,O
,-1,NN,O
,X,NN,O
,13.50,NN,O
,-13.50,NN,O
,*S,NN,O
,*S,NN,O
,*S,NN,O
,*S,NN,O
,*S,NN,O
,*S,NN,O
,*S,NN,O
,QTY(S),NN,O
,:,NN,O
,9,NN,O
,TOTAL,NN,O
,INCL.,NN,O
,GST@6%,NN,O
,CASH,NN,O
,CHANGE,NN,O
,GST,NN,O
,@6%,NN,O
,INCLUDED,NN,O
,IN,NN,O
,TOTAL,NN,O
,RM,NN,O
,64.70,NN,O
,RM,NN,O
,100.00,NN,O
,RM,NN,O
,35.30,NN,O
,RM,NN,O
,3.66,NN,O
,08-01-16,DT,B-date
,11:55,NN,O
,SH01,NN,O
,ZJ08,NN,O
,OPERATOR,NN,O
,SLC,NN,O
,-,NN,O
,EALIL,NN,O
,ARASI,NN,O
,EXCHANGE,NN,O
,ARE,NN,O
,ALLOWED,NN,O
,WITHIN,NN,O
,3,NN,O
,DAY,NN,O
,WITH,NN,O
,RECEIPT.,NN,O
,STRICTLY,NN,O
,NO,NN,O
,CASH,NN,O
,REFUND.,NN,O
,14.90,NN,O
,5.90,NN,O
,5.90,NN,O
,6.50,NN,O
,6.50,NN,O
,2.50,NN,O
,12.50,NN,O
,13.50,NN,O
,24.90,NN,O
,T3,NN,O
,R000270508,NN,O
,*,NN,O
,DUPLICATE,NN,O
,COPY,NN,O
,*,NN,O
,08-01-2016,NN,O
,11:56,NN,O
,,NN,O
Receipt: 91,OE,MR,B-mer
,223,NN,O
,N.,NN,O
,Citrus,NN,O
,Ave,NN,O
,Covina,NN,O
,CA,NN,O
,91723,NN,O
,(626),NN,O
,339-9496,NN,O
,Check,NN,O
,:,NN,O
,208774,NN,O
,Table,NN,O
,:,NN,O
,BAR9,NN,O
,Server,NN,O
,:,NN,O
,Ryan,NN,O
,09/25/18,DT,B-date
,08,NN,O
,:,NN,O
,44pm,NN,O
,[Seat,NN,O
,1],NN,O
,2,NN,O
,Bohemia,NN,O
,$16.00,NN,O
,Tall,NN,O
,1,NN,O
,Albondigas,NN,O
,$9.95,NN,O
,1,NN,O
,Mole,NN,O
,$16.95,NN,O
,Subtotal,NN,O
,:,NN,O
,$42.90,NN,O
,Tax,NN,O
,:,NN,O
,:,NN,O
,$4.08,NN,O
,Sub,NN,O
,w/Tax,NN,O
,:,NN,O
,$46.98,NN,O
,Total:,NN,O
,$46,NN,O
,.98,NN,O
,"Thank-You!,NN,O
,We,NN,O
,look,NN,O
,forward,NN,O
,to,NN,O
,seeing,NN,O
,you,NN,O
,again.",NN,O
Receipt: 92,TAN,NN,O
,CHAY,NN,O
,YEE,NN,O
,SOON,MR,B-mer
,HUAT,MR,I-mer
,MACHINERY,MR,I-mer
,ENTERPRISE,MR,I-mer
,(JM0352019-K),NN,O
,NO.53,NN,O
,JALAN,NN,O
,PUTRA,NN,O
,1,NN,O
,TAMAN,NN,O
,SRIPUTRA,NN,O
,81200,NN,O
,JOHOR,NN,O
,BAHRU,NN,O
,JOHOR,NN,O
,TEL,NN,O
,:,NN,O
,07-5547360,NN,O
,/,NN,O
,016-7993391,NN,O
,FAX,NN,O
,:,NN,O
,07-5624059,NN,O
,SOONHUAT2000@HOTMAIL.COM,NN,O
,GST,NN,O
,ID,NN,O
,:,NN,O
,002116837376,NN,O
,CASH,NN,O
,SALES,NN,O
,DOC,NN,O
,NO.,NN,O
,:,NN,O
,CS00004040,NN,O
,DATE:,NN,O
,11/01/2019,DT,B-date
,CASHIER,NN,O
,:,NN,O
,USER,NN,O
,TIME:,NN,O
,09:44:00,NN,O
,SALESPERSON,NN,O
,:,NN,O
,REF.:,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,ITEM,NN,O
,QTY,NN,O
,S/PRICE,NN,O
,S/PRICE,NN,O
,AMOUNT,NN,O
,TAX,NN,O
,1072,NN,O
,1,NN,O
,80.00,NN,O
,80.00,NN,O
,80.00,NN,O
,REPAIR,NN,O
,ENGINE,NN,O
,POWER,NN,O
,SPRAYER,NN,O
,(1UNIT),NN,O
,WORKMANSHIP,NN,O
,&,NN,O
,SERVICE,NN,O
,70549,NN,O
,1,NN,O
,160.00,NN,O
,160.00,NN,O
,160.00,NN,O
,GIANT,NN,O
,606,NN,O
,OVERFLOW,NN,O
,ASSY,NN,O
,1071,NN,O
,1,NN,O
,17.00,NN,O
,17.00,NN,O
,17.00,NN,O
,ENGINE,NN,O
,OIL,NN,O
,70791,NN,O
,1,NN,O
,10.00,NN,O
,10.00,NN,O
,10.00,NN,O
,GREASE,NN,O
,FOR,NN,O
,TOOLS,NN,O
,40ML,NN,O
,(AKODA),NN,O
,70637,NN,O
,1,NN,O
,6.00,NN,O
,6.00,NN,O
,6.00,NN,O
,EY20,NN,O
,PLUG,NN,O
,CHAMPION,NN,O
,1643,NN,O
,1,NN,O
,8.00,NN,O
,8.00,NN,O
,8.00,NN,O
,STARTER,NN,O
,TALI,NN,O
,70197,NN,O
,1,NN,O
,10.00,NN,O
,10.00,NN,O
,10.00,NN,O
,EY20,NN,O
,STARTER,NN,O
,HANDLE,NN,O
,70561,NN,O
,2,NN,O
,18.00,NN,O
,18.00,NN,O
,36.00,NN,O
,HD40,NN,O
,1L,NN,O
,COTIN,NN,O
,TOTAL,NN,O
,QTY:,NN,O
,9,NN,O
,327.00,AM,B-amt
,TOTAL,NN,O
,SALES,NN,O
,:,NN,O
,327.00,NN,O
,DISCOUNT,NN,O
,:,NN,O
,0.00,NN,O
,TOTAL,NN,O
,:,NN,O
,0.00,NN,O
,ROUNDING,NN,O
,:,NN,O
,0.00,NN,O
,TOTAL,NN,O
,SALES,NN,O
,:,NN,O
,327.00,NN,O
,CASH,NN,O
,:,NN,O
,327.00,NN,O
,CHANGE,NN,O
,:,NN,O
,0.00,NN,O
,,NN,O
Receipt: 93,POPULAR,MR,B-mer
,BOOK,MR,I-mer
,CO.,MR,I-mer
,(M),MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,(CO.,NN,O
,NO.,NN,O
,113825-W),NN,O
,(GST,NN,O
,REG,NN,O
,NO.,NN,O
,001492992000),NN,O
,NO,NN,O
,8,NN,O
,56000,NN,O
,KUALA,NN,O
,LUMPUR,NN,O
,IOI,NN,O
,MALL,NN,O
,TEL,NN,O
,:,NN,O
,03-80709188,NN,O
,/,NN,O
,80757830,NN,O
,01/03/18,DT,B-date
,12:36,NN,O
,SLIP,NN,O
,NO.,NN,O
,:,NN,O
,9070058756,NN,O
,SITI,NN,O
,TRANS:,NN,O
,21396,NN,O
,DESCRIPTION,NN,O
,AMOUNT,NN,O
,W/ENV4.5*9.5,NN,O
,UNI,NN,O
,P&S,NN,O
,ENV,NN,O
,4.5X9.75,NN,O
,1.90,NN,O
,T,NN,O
,2.10,NN,O
,T,NN,O
,TOTAL,NN,O
,RM,NN,O
,INCL.,NN,O
,OF,NN,O
,GST,NN,O
,CASH,NN,O
,CHANGE,NN,O
,4.00,AM,B-amt
,-10.00,NN,O
,6.00,NN,O
,ITEM,NN,O
,COUNT,NN,O
,GST,NN,O
,SUMMARY,NN,O
,T,NN,O
,@,NN,O
,6%,NN,O
,AMOUNT,NN,O
,(RM),NN,O
,3.77,NN,O
,TAX,NN,O
,(RM),NN,O
,0.23,NN,O
,2,NN,O
,TOTAL,NN,O
,SAVINGS,NN,O
,0.00,NN,O
,BE,NN,O
,A,NN,O
,POPULAR,NN,O
,CARD,NN,O
,MEMBER,NN,O
,AND,NN,O
,ENJOY,NN,O
,SPECIAL,NN,O
,DISCOUNTS,NN,O
,THANK,NN,O
,YOU.,NN,O
,PLEASE,NN,O
,COME,NN,O
,AGAIN.,NN,O
,WWW.,NN,O
,POPULAR.,NN,O
,COM.,NN,O
,MY,NN,O
,BUY,NN,O
,CHINESE,NN,O
,BOOKS,NN,O
,ONLINE,NN,O
,WWW.,NN,O
,POPULARONLINE.,NN,O
,COM.,NN,O
,MY,NN,O
,,NN,O
Receipt: 94,3180303,NN,O
,LIAN,MR,B-mer
,HING,MR,I-mer
,STATIONERY,MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,(162761-M),NN,O
,NO.32,NN,O
,&,NN,O
,33,NN,O
,TAMAN,NN,O
,SERDANG,NN,O
,RAYA,NN,O
,43300,NN,O
,SERI,NN,O
,KEMBANGAN,NN,O
,DARUL,NN,O
,EHSAN,NN,O
,GST,NN,O
,ID,NN,O
,:,NN,O
,002139201536,NN,O
,TAX,NN,O
,INVOICE,NN,O
,27/03/2018,DT,B-date
,NO,NN,O
,:,NN,O
,CS-20243,NN,O
,QTY,NN,O
,TAX,NN,O
,RM,NN,O
,F/CASTELL,NN,O
,187057-75,NN,O
,TACK-IT,NN,O
,2,NN,O
,SR,NN,O
,12.00,AM,B-amt
,75G-,NN,O
,WHITE,NN,O
,(NEW),NN,O
,@,NN,O
,5.6600,NN,O
,TOTAL,NN,O
,AMT,NN,O
,INCL.,NN,O
,GST,NN,O
,@,NN,O
,6%,NN,O
,:,NN,O
,12.00,NN,O
,ROUNDING,NN,O
,ADJUSTMENT,NN,O
,:,NN,O
,TOTAL,NN,O
,AMT,NN,O
,PAYABLE,NN,O
,:,NN,O
,12.00,NN,O
,PAID,NN,O
,AMOUNT,NN,O
,:,NN,O
,20.00,NN,O
,CHANGE,NN,O
,:,NN,O
,8.00,NN,O
,TOTAL,NN,O
,QTY,NN,O
,TENDER,NN,O
,:,NN,O
,2,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT,NN,O
,TAX,NN,O
,(RM),NN,O
,(RM),NN,O
,SR,NN,O
,@,NN,O
,A,NN,O
,11.32,NN,O
,0.68,NN,O
,TOTAL,NN,O
,11.32,NN,O
,0.68,NN,O
,THANK,NN,O
,YOU,NN,O
,FOR,NN,O
,ANY,NN,O
,ENQUIRY,NN,O
,,NN,O
Receipt: 95,99,MR,B-mer
,SPEED,MR,I-mer
,MART,MR,I-mer
,S/B,MR,I-mer
,(519537-X),NN,O
,LOT,NN,O
,P.T.,NN,O
,2811,NN,O
,TAMAN,NN,O
,BERKELEY,NN,O
,41150,NN,O
,KLANG,NN,O
,1249-TMN,NN,O
,PANDAN,NN,O
,CAHAYA,NN,O
,GST,NN,O
,ID.,NN,O
,NO,NN,O
,:,NN,O
,000181747712,NN,O
,INVOICE,NN,O
,NO,NN,O
,:,NN,O
,18386/103/T0314,NN,O
,09:41PM,NN,O
,568008,NN,O
,03-05-18,DT,B-date
,2249,NN,O
,CARLSBERG,NN,O
,SMOOTH,NN,O
,DRAUG,NN,O
,RM14.30,NN,O
,S,NN,O
,483,NN,O
,CARLSBERG,NN,O
,CAN,NN,O
,320ML,NN,O
,(IC,NN,O
,RM5.60,NN,O
,S,NN,O
,TOTAL,NN,O
,SALES,NN,O
,(INCLUSIVE,NN,O
,GST),NN,O
,RM,NN,O
,19.90,AM,B-amt
,CASH,NN,O
,RM,NN,O
,19.90,NN,O
,CHANGE,NN,O
,RM,NN,O
,.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT(RM),NN,O
,TAX(RM),NN,O
,S,NN,O
,=,NN,O
,6%,NN,O
,18.77,NN,O
,1.13,NN,O
,THANK,NN,O
,YOU.,NN,O
,PLEASE,NN,O
,COME,NN,O
,AGAIN,NN,O
,KEEP,NN,O
,THE,NN,O
,INVOICE,NN,O
,FOR,NN,O
,APPLICABLE,NN,O
,RETURNS,NN,O
,,NN,O
Receipt: 96,Server:,NN,O
,FourthStreetMill,MR,B-mer
,Receip,NN,O
,2124,NN,O
,BONITA,NN,O
,AVENUE,NN,O
,LA,NN,O
,VERNE,NN,O
,CA,NN,O
,91750,NN,O
,(909),NN,O
,596-1564,NN,O
,Subto,NN,O
,Dine,NN,O
,In,NN,O
,Sales,NN,O
,Tota,NN,O
,Server:,NN,O
,Chris,NN,O
,D.,NN,O
,Sep,DT,B-date
,29,DT,I-date
,2018,DT,I-date
,Receipt:,NN,O
,4J33,NN,O
,5:38,NN,O
,PM,NN,O
,Table:,NN,O
,P5,NN,O
,Am,NN,O
,Item(s),NN,O
,Tip,NN,O
,To,NN,O
